CAEN Rev.2  (activitati ale economiei nationale), Clase de marime, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Miliarde lei  lei RON  mii lei RON milioane lei RON (incepand cu 2005), Valoare
B  INDUSTRIA EXTRACTIVA, Total, Suceava, Anul 2019, Milioane lei RON, 197
B  INDUSTRIA EXTRACTIVA, Total, Suceava, Anul 2020, Milioane lei RON, 258
B  INDUSTRIA EXTRACTIVA, Total, Suceava, Anul 2021, Milioane lei RON, 238
B  INDUSTRIA EXTRACTIVA, Total, Suceava, Anul 2022, Milioane lei RON, 271
B  INDUSTRIA EXTRACTIVA, Total, Suceava, Anul 2023, Milioane lei RON, 311
B  INDUSTRIA EXTRACTIVA, Total, Suceava, Anul 2024, Milioane lei RON, 394
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2010, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2011, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2012, Milioane lei RON, 3
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2013, Milioane lei RON, 6
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2014, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2015, Milioane lei RON, 4
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2016, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2017, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2018, Milioane lei RON, 4
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2019, Milioane lei RON, 14
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2020, Milioane lei RON, 45
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2021, Milioane lei RON, 19
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2022, Milioane lei RON, 29
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2023, Milioane lei RON, 3
B  INDUSTRIA EXTRACTIVA, Total, Vaslui, Anul 2024, Milioane lei RON, 0
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2008, Milioane lei RON, 102
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2009, Milioane lei RON, 7
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2010, Milioane lei RON, 5
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2011, Milioane lei RON, 3
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2012, Milioane lei RON, 58
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2013, Milioane lei RON, 12
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2014, Milioane lei RON, 11
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2015, Milioane lei RON, 8
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2016, Milioane lei RON, 8
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2017, Milioane lei RON, 7
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2018, Milioane lei RON, 7
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2019, Milioane lei RON, 15
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2020, Milioane lei RON, 16
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2021, Milioane lei RON, 5
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2022, Milioane lei RON, 4
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2023, Milioane lei RON, 5
B  INDUSTRIA EXTRACTIVA, Total, Braila, Anul 2024, Milioane lei RON, 3
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2008, Milioane lei RON, 67
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2009, Milioane lei RON, 31
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2010, Milioane lei RON, 23
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2011, Milioane lei RON, 21
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2012, Milioane lei RON, 278
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2013, Milioane lei RON, 127
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2014, Milioane lei RON, 343
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2015, Milioane lei RON, 133
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2016, Milioane lei RON, 25
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2017, Milioane lei RON, 310
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2018, Milioane lei RON, 332
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2019, Milioane lei RON, 399
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2020, Milioane lei RON, 103
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2021, Milioane lei RON, 113
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2022, Milioane lei RON, 700
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2023, Milioane lei RON, 43
B  INDUSTRIA EXTRACTIVA, Total, Buzau, Anul 2024, Milioane lei RON, 717
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2008, Milioane lei RON, 976
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2009, Milioane lei RON, 1047
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2010, Milioane lei RON, 2433
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2011, Milioane lei RON, 941
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2012, Milioane lei RON, 1463
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2013, Milioane lei RON, 1270
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2014, Milioane lei RON, 820
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2015, Milioane lei RON, 593
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2016, Milioane lei RON, 220
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2017, Milioane lei RON, 216
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2018, Milioane lei RON, 465
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2019, Milioane lei RON, 759
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2020, Milioane lei RON, 924
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2021, Milioane lei RON, 1065
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2022, Milioane lei RON, 5364
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2023, Milioane lei RON, 2472
B  INDUSTRIA EXTRACTIVA, Total, Constanta, Anul 2024, Milioane lei RON, 2199
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2008, Milioane lei RON, 22
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2009, Milioane lei RON, 18
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2010, Milioane lei RON, 18
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2011, Milioane lei RON, 30
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2012, Milioane lei RON, 75
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2013, Milioane lei RON, 33
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2014, Milioane lei RON, 37
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2015, Milioane lei RON, 19
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2016, Milioane lei RON, 25
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2017, Milioane lei RON, 18
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2018, Milioane lei RON, 25
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2019, Milioane lei RON, 44
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2020, Milioane lei RON, 40
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2021, Milioane lei RON, 34
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2022, Milioane lei RON, 48
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2023, Milioane lei RON, 50
B  INDUSTRIA EXTRACTIVA, Total, Galati, Anul 2024, Milioane lei RON, 58
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2008, Milioane lei RON, 83
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2009, Milioane lei RON, 74
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2010, Milioane lei RON, 76
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2011, Milioane lei RON, 111
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2012, Milioane lei RON, 93
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2013, Milioane lei RON, 86
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2014, Milioane lei RON, 65
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2015, Milioane lei RON, 110
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2016, Milioane lei RON, 95
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2017, Milioane lei RON, 81
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2018, Milioane lei RON, 88
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2019, Milioane lei RON, 117
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2020, Milioane lei RON, 154
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2021, Milioane lei RON, 155
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2022, Milioane lei RON, 176
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2023, Milioane lei RON, 222
B  INDUSTRIA EXTRACTIVA, Total, Tulcea, Anul 2024, Milioane lei RON, 253
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2008, Milioane lei RON, 28
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2009, Milioane lei RON, 10
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2010, Milioane lei RON, 7
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2011, Milioane lei RON, 8
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2012, Milioane lei RON, 14
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2013, Milioane lei RON, 12
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2014, Milioane lei RON, 10
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2015, Milioane lei RON, 12
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2016, Milioane lei RON, 16
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2017, Milioane lei RON, 13
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2018, Milioane lei RON, 21
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2019, Milioane lei RON, 33
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2020, Milioane lei RON, 36
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2021, Milioane lei RON, 36
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2022, Milioane lei RON, 48
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2023, Milioane lei RON, 65
B  INDUSTRIA EXTRACTIVA, Total, Vrancea, Anul 2024, Milioane lei RON, 94
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2008, Milioane lei RON, 455
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2009, Milioane lei RON, 74
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2010, Milioane lei RON, 71
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2011, Milioane lei RON, 94
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2012, Milioane lei RON, 458
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2013, Milioane lei RON, 188
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2014, Milioane lei RON, 398
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2015, Milioane lei RON, 201
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2016, Milioane lei RON, 766
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2017, Milioane lei RON, 692
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2018, Milioane lei RON, 751
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2019, Milioane lei RON, 294
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2020, Milioane lei RON, 436
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2021, Milioane lei RON, 370
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2022, Milioane lei RON, 694
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2023, Milioane lei RON, 303
B  INDUSTRIA EXTRACTIVA, Total, Arges, Anul 2024, Milioane lei RON, 396
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2009, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2010, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2011, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2012, Milioane lei RON, 5
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2013, Milioane lei RON, 2
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2014, Milioane lei RON, 6
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2015, Milioane lei RON, 13
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2016, Milioane lei RON, 8
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2017, Milioane lei RON, 12
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2018, Milioane lei RON, 10
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2019, Milioane lei RON, 13
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2020, Milioane lei RON, 14
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2021, Milioane lei RON, 13
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2022, Milioane lei RON, 15
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2023, Milioane lei RON, 18
B  INDUSTRIA EXTRACTIVA, Total, Calarasi, Anul 2024, Milioane lei RON, 20
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2008, Milioane lei RON, 501
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2009, Milioane lei RON, 85
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2010, Milioane lei RON, 107
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2011, Milioane lei RON, 85
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2012, Milioane lei RON, 350
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2013, Milioane lei RON, 99
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2014, Milioane lei RON, 133
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2015, Milioane lei RON, 243
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2016, Milioane lei RON, 101
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2017, Milioane lei RON, 104
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2018, Milioane lei RON, 135
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2019, Milioane lei RON, 80
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2020, Milioane lei RON, 69
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2021, Milioane lei RON, 94
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2022, Milioane lei RON, 200
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2023, Milioane lei RON, 198
B  INDUSTRIA EXTRACTIVA, Total, Dambovita, Anul 2024, Milioane lei RON, 202
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2008, Milioane lei RON, 145
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2009, Milioane lei RON, 66
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2010, Milioane lei RON, 47
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2011, Milioane lei RON, 53
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2012, Milioane lei RON, 148
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2013, Milioane lei RON, 60
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2014, Milioane lei RON, 42
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2015, Milioane lei RON, 42
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2016, Milioane lei RON, 30
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2017, Milioane lei RON, 20
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2018, Milioane lei RON, 23
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2019, Milioane lei RON, 42
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2020, Milioane lei RON, 62
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2021, Milioane lei RON, 90
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2022, Milioane lei RON, 145
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2023, Milioane lei RON, 169
B  INDUSTRIA EXTRACTIVA, Total, Giurgiu, Anul 2024, Milioane lei RON, 152
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2008, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2009, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2010, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2011, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2012, Milioane lei RON, 13
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2013, Milioane lei RON, 3
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2014, Milioane lei RON, 3
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2015, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2016, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2017, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2018, Milioane lei RON, 1
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2019, Milioane lei RON, 4
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2020, Milioane lei RON, 5
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2021, Milioane lei RON, 7
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2022, Milioane lei RON, 7
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2023, Milioane lei RON, 10
B  INDUSTRIA EXTRACTIVA, Total, Ialomita, Anul 2024, Milioane lei RON, 8
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2008, Milioane lei RON, 1058
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2009, Milioane lei RON, 599
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2010, Milioane lei RON, 697
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2011, Milioane lei RON, 883
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2012, Milioane lei RON, 1763
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2013, Milioane lei RON, 2251
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2014, Milioane lei RON, 2004
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2015, Milioane lei RON, 2258
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2016, Milioane lei RON, 1319
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2017, Milioane lei RON, 1710
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2018, Milioane lei RON, 1744
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2019, Milioane lei RON, 3083
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2020, Milioane lei RON, 2669
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2021, Milioane lei RON, 2273
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2022, Milioane lei RON, 4504
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2023, Milioane lei RON, 1516
B  INDUSTRIA EXTRACTIVA, Total, Prahova, Anul 2024, Milioane lei RON, 4477
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2008, Milioane lei RON, 462
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2009, Milioane lei RON, 27
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2010, Milioane lei RON, 40
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2011, Milioane lei RON, 37
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2012, Milioane lei RON, 282
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2013, Milioane lei RON, 81
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2014, Milioane lei RON, 84
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2015, Milioane lei RON, 88
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2016, Milioane lei RON, 59
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2017, Milioane lei RON, 64
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2018, Milioane lei RON, 116
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2019, Milioane lei RON, 153
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2020, Milioane lei RON, 99
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2021, Milioane lei RON, 77
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2022, Milioane lei RON, 171
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2023, Milioane lei RON, 159
B  INDUSTRIA EXTRACTIVA, Total, Teleorman, Anul 2024, Milioane lei RON, 195
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2008, Milioane lei RON, 48
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2009, Milioane lei RON, 45
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2010, Milioane lei RON, 98
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2011, Milioane lei RON, 254
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2012, Milioane lei RON, 276
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2013, Milioane lei RON, 73
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2014, Milioane lei RON, 91
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2015, Milioane lei RON, 113
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2016, Milioane lei RON, 177
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2017, Milioane lei RON, 124
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2018, Milioane lei RON, 64
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2019, Milioane lei RON, 37
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2020, Milioane lei RON, 88
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2021, Milioane lei RON, 272
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2022, Milioane lei RON, 490
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2023, Milioane lei RON, 1115
B  INDUSTRIA EXTRACTIVA, Total, Ilfov, Anul 2024, Milioane lei RON, 753
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2008, Milioane lei RON, 1660
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2009, Milioane lei RON, 539
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2010, Milioane lei RON, 544
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2011, Milioane lei RON, 663
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2012, Milioane lei RON, 584
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2013, Milioane lei RON, 2233
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2014, Milioane lei RON, 2299
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2015, Milioane lei RON, 3067
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2016, Milioane lei RON, 1698
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2017, Milioane lei RON, 872
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2018, Milioane lei RON, 2223
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2019, Milioane lei RON, 1500
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2020, Milioane lei RON, 964
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2021, Milioane lei RON, 1027
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2022, Milioane lei RON, 415
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2023, Milioane lei RON, 225
B  INDUSTRIA EXTRACTIVA, Total, Municipiul Bucuresti, Anul 2024, Milioane lei RON, 1511
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2008, Milioane lei RON, 287
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2009, Milioane lei RON, 100
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2010, Milioane lei RON, 99
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2011, Milioane lei RON, 116
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2012, Milioane lei RON, 214
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2013, Milioane lei RON, 325
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2014, Milioane lei RON, 497
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2015, Milioane lei RON, 359
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2016, Milioane lei RON, 490
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2017, Milioane lei RON, 457
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2018, Milioane lei RON, 392
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2019, Milioane lei RON, 463
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2020, Milioane lei RON, 405
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2021, Milioane lei RON, 318
B  INDUSTRIA EXTRACTIVA, Total, Dolj, Anul 2022, Milioane lei RON, 627
